date,eth_open,eth_high,eth_low,eth_close,eth_volume,btc_open,btc_high,btc_low,btc_close,btc_volume,tvl_total_usd,tvl_uniswap_usd,tvl_aave_usd,usdc,vixcls,dtwexbgs,fear_greed,fedfunds,gtrends_defi,gtrends_crypto_crash,gtrends_ethereum,eth_log_return,btc_log_return,tvl_log_return,eth_vol_30d,btc_vol_30d,tvl_vol_30d,tvl_drawdown,event_luna,event_ftx,event_svb,usdc_depeg,usdc_deviation,usdc_depeg_severity,fg_norm,gtrends_norm,sentiment_composite,sentiment_z,vix_change,dxy_log_return,ffr_change,event_day,event,tvl_indexed,eth_indexed
2022-04-30,2817.13,2841.63,2709.26,2726.66,367757.2469,38596.11,38795.38,37578.2,37630.8,35321.18989,140401372014,6826955441,12621629165.0,0.9998,,,20.0,0.33,10.0,0.0,43.0,-0.0326412192584562,-0.0253286301777147,-0.0255350485693244,0.6004663717824864,0.4866460949273571,0.3736986040573835,-0.1381245186247762,1,0,0,0,-0.0001999999999999,0.0001999999999999,0.2,0.1766666666666666,0.1883333333333333,-1.219165218035025,,,0.0,-9,LUNA collapse,111.44724144933076,122.3513046599807
2022-05-01,2726.67,2849.9,2716.13,2824.81,442544.8792,37630.8,38675.0,37386.38,38468.35,38812.24104,135815392900,6637379913,12322574965.0,1.0,,,22.0,0.77,10.0,1.0,44.0,0.0353636887436252,0.0220129612676668,-0.0332087052433687,0.5832533659410226,0.4900660211694667,0.3807470884301068,-0.166276258880287,1,0,0,0,0.0,0.0,0.22,0.1833333333333333,0.2016666666666666,-1.1109151445487686,,,0.44,-8,LUNA collapse,107.80700122754301,126.75551367481097
2022-05-02,2824.81,2894.22,2778.78,2856.54,521706.8567,38468.35,39167.34,38052.0,38525.16,53200.92628,138176943986,6790724560,12775359189.0,1.0001,32.34,119.8825,28.0,0.77,10.0,1.0,44.0,0.0111699965356387,0.0014757090645608,0.0172385081542086,0.5864954946110108,0.4905410550500787,0.372671453971381,-0.1517795132299989,1,0,0,0,9.9999999999989e-05,9.9999999999989e-05,0.28,0.1833333333333333,0.2316666666666667,-0.8673524792046909,,,0.0,-7,LUNA collapse,109.68154383564608,128.1793094164367
2022-05-03,2856.54,2861.47,2755.19,2781.7,371331.1796,38525.16,38651.51,37517.8,37728.95,40316.45358,138043869147,6829294645,12913095288.0,1.0001,29.25,119.7043,27.0,0.77,10.0,1.0,44.0,-0.0265488506376683,-0.0208838300694292,-0.0009635396245942,0.5812238693710364,0.4884870541670921,0.3724321675956616,-0.152596413658227,1,0,0,0,9.9999999999989e-05,9.9999999999989e-05,0.27,0.1833333333333333,0.2266666666666666,-0.9079462567620372,-3.0900000000000034,-0.0014875613586444,0.0,-6,LUNA collapse,109.57591222036966,124.82107199748714
2022-05-04,2781.7,2965.85,2771.74,2940.64,548738.0668,37728.95,40023.77,37670.0,39690.0,62574.61736,137927533627,6740599482,12750503977.0,1.0002,25.42,119.5592,21.0,0.77,10.0,1.0,44.0,0.0555649931376493,0.0506715625195411,-0.0008430984205008,0.6216778097232749,0.527249659994107,0.3702589346324894,-0.1533105571944529,1,0,0,0,0.0001999999999999,0.0001999999999999,0.21,0.1833333333333333,0.1966666666666666,-1.1515089221061148,-3.8299999999999983,-0.0012128888676128,0.0,-5,LUNA collapse,109.48356787500755,131.95306365125305
2022-05-05,2940.65,2954.65,2683.0,2747.97,734845.3194,39690.0,39845.51,35571.9,36552.97,88722.43355,142611890062,7028778968,13258505368.0,1.0001,31.2,120.0068,27.0,0.77,10.0,1.0,44.0,-0.0677647874650829,-0.082336825350552,0.0333984564339719,0.6520379939273102,0.5890693167483362,0.3943999762732329,-0.1245549125776312,1,0,0,0,9.9999999999989e-05,9.9999999999989e-05,0.27,0.1833333333333333,0.2266666666666666,-0.9079462567620372,5.779999999999998,0.0037367616509374,0.0,-4,LUNA collapse,113.20189765453503,123.3075318031904
2022-05-06,2747.96,2758.18,2632.95,2692.85,711449.3234,36552.97,36675.63,35258.0,36013.77,68437.80187,136851664532,6731232598,12651528323.0,1.0002,30.19,119.8577,22.0,0.77,10.0,1.0,44.0,-0.0202623449546493,-0.0148610761227884,-0.0412292864244802,0.6101866612500225,0.5669288868872957,0.4096370455393396,-0.1599149456049692,1,0,0,0,0.0001999999999999,0.0001999999999999,0.22,0.1833333333333333,0.2016666666666666,-1.1109151445487686,-1.009999999999998,-0.001243202051187,0.0,-3,LUNA collapse,108.62956879310128,120.83417468757712
2022-05-07,2692.86,2704.36,2584.75,2635.34,371271.4532,36013.77,36146.3,34785.0,35472.39,34281.70682,135722206187,6702682768,12640991706.0,1.0003,,,23.0,0.77,10.0,1.0,44.0,-0.0215879063878501,-0.0151467179208379,-0.0082874033844782,0.6064940126528414,0.56598136522421,0.3896083496636158,-0.1668482998936515,1,0,0,0,0.0002999999999999,0.0002999999999999,0.23,0.1833333333333333,0.2066666666666666,-1.0703213669914222,,,0.0,-2,LUNA collapse,107.73303184993219,118.25357295102197
2022-05-08,2635.35,2642.0,2484.0,2519.71,757615.3415,35472.4,35514.22,33713.95,34038.4,72445.64344,130662121135,6645682181,12449450182.0,1.0003,,,18.0,0.77,10.0,9.0,75.0,-0.04486839039133,-0.041265348325587,-0.0379954319290887,0.6208249057532353,0.5741605496189693,0.4009592550312346,-0.1979104125883707,1,0,0,0,0.0002999999999999,0.0002999999999999,0.18,0.3133333333333333,0.2466666666666666,-0.7455711465326526,,,0.0,-1,LUNA collapse,103.71645770642482,113.06499741984697
2022-05-09,2519.71,2530.78,2225.0,2228.55,1574924.9793,34038.39,34243.15,30033.33,30076.31,191876.926428,125980123140,6446556340,12020365767.0,1.0002,34.75,120.4972,11.0,0.77,10.0,9.0,75.0,-0.1227926657667798,-0.1237514803908422,-0.0364906216350758,0.7299514731644531,0.6988259097414153,0.4132875843234387,-0.2266515795574234,1,0,0,0,0.0001999999999999,0.0001999999999999,0.11,0.3133333333333333,0.2116666666666666,-1.0297275894340765,,,0.0,0,LUNA collapse,100.0,100.0
2022-05-10,2229.0,2457.34,2200.0,2342.05,1550626.1387,30074.23,32658.99,29730.4,31017.1,165532.00311,109587055221,5763115296,10935576953.0,1.0003,32.99,120.7742,10.0,0.77,10.0,9.0,75.0,0.0496754644524231,0.0308008466215324,-0.1394048834090268,0.7613208864290746,0.7142893774271236,0.6174580721627102,-0.327282955883974,1,0,0,0,0.0002999999999999,0.0002999999999999,0.1,0.3133333333333333,0.2066666666666666,-1.0703213669914222,-1.759999999999998,0.0022961703849233,0.0,1,LUNA collapse,86.98757588863236,105.09299768908033
2022-05-11,2342.04,2451.37,2005.0,2084.99,2022864.83806,31017.11,32162.59,27785.0,29103.94,207063.739278,107060775270,5895817601,11005436209.0,1.006,32.56,120.3925,12.0,0.77,10.0,9.0,75.0,-0.1162625551455644,-0.0636651051045502,-0.0233225918486108,0.8195364313775112,0.713617628230357,0.6188883101138718,-0.3427909150842559,1,0,0,1,0.006,0.006,0.12,0.3133333333333333,0.2166666666666666,-0.98913381187673,-0.4299999999999997,-0.0031654479554713,0.0,2,LUNA collapse,84.98227545866487,93.55814318727423
2022-05-12,2084.99,2195.0,1800.0,1960.22,2305192.90836,29103.94,30243.0,26700.0,29029.75,204507.263138,89981753404,5192032082,9981502469.0,1.003,31.77,121.2796,12.0,0.77,10.0,9.0,75.0,-0.0617073472347956,-0.0025523939828082,-0.1737897565722201,0.8310014837358485,0.7090103623176568,0.8306706160117118,-0.4476331255343712,1,0,0,0,0.0029999999999998,0.0029999999999998,0.12,0.3133333333333333,0.2166666666666666,-0.98913381187673,-0.7900000000000027,0.0073413851599213,0.0,3,LUNA collapse,71.42535755740174,87.9594355073927
2022-05-13,1960.22,2147.54,1940.23,2009.69,1134042.3387,29029.74,31083.37,28751.67,29287.05,97872.36957,78550311528,5285249116,9108210924.0,1.0018,28.87,120.8442,10.0,0.77,10.0,9.0,75.0,0.0249237694793722,0.0088242725805584,-0.1358675791429708,0.828106352396872,0.7000007019500116,0.9229654198936847,-0.5178067949819031,1,0,0,0,0.0018,0.0018,0.1,0.3133333333333333,0.2066666666666666,-1.0703213669914222,-2.8999999999999986,-0.0035965111180388,0.0,4,LUNA collapse,62.35135318982671,90.17926454421035
2022-05-14,2009.69,2070.06,1951.21,2056.48,563788.3078,29287.05,30343.27,28630.0,30086.74,51095.87863,79114407678,5497509033,9273765561.0,1.0014,,,9.0,0.77,10.0,9.0,75.0,0.0230153020589145,0.0269391043317336,0.0071556726174452,0.8359710684506726,0.7091051074955982,0.9194693605451748,-0.5143440037438326,1,0,0,0,0.0014,0.0014,0.09,0.3133333333333333,0.2016666666666666,-1.1109151445487686,,,0.0,5,LUNA collapse,62.799119183334376,92.27883601444886
2022-05-15,2056.47,2167.0,2000.68,2145.29,514398.2587,30086.74,31460.0,29480.0,31328.89,46275.66912,79401649345,5622363903,9532084912.0,1.0012,,,10.0,0.77,9.0,3.0,56.0,0.0422789579970495,0.0404561319046455,0.0036241373497342,0.8555699266888023,0.7254600181025295,0.9233286776456204,-0.5125807264591066,1,0,0,0,0.0012,0.0012,0.1,0.2266666666666666,0.1633333333333333,-1.4221341058217565,,,0.0,6,LUNA collapse,63.02712472884474,96.26393843530546
