date,eth_log_return,btc_log_return,tvl_log_return,eth_vol_30d,btc_vol_30d,tvl_vol_30d,tvl_drawdown,sentiment_composite,sentiment_z,fg_norm,usdc_depeg,usdc_deviation,vix_change,dxy_log_return,ffr_change
2023-01-04,0.03427473413055879,0.010450635209181243,0.0010311276518378332,0.45080586501103426,0.27581735332209323,0.2107062320261212,-0.29768548242791165,0.1983333333333333,-1.1379776629203329,0.29,0,,-0.889999999999997,-0.004841725890815601,0.0
2023-01-05,-0.004513312341289764,-0.0010990966366733739,0.016538575995125832,0.44973613559805914,0.2745198569702565,0.21766499409630793,-0.28597361858706477,0.1983333333333333,-1.1379776629203329,0.29,0,,0.4499999999999993,0.004933456912591385,0.0
2023-01-06,0.01420444612878775,0.007033256255153627,-0.002926181834449501,0.4376831977792277,0.27069558203215355,0.21409601088207247,-0.28805993565344185,0.18333333333333335,-1.2597589955923714,0.26,0,,-1.3300000000000018,-0.008359873990302615,0.0
2023-01-07,-0.004002831798053262,-0.0004177703515806188,0.0020939166479937194,0.41583298218712217,0.2582032523871344,0.2145502942750812,-0.2865676306644519,0.17833333333333334,-1.3003527731497175,0.25,0,,,,0.0
2023-01-08,0.020429567752023686,0.010816215147354305,0.0025896309641685977,0.4192591546877058,0.2605093215809118,0.21426326877096344,-0.28471770983767963,0.2833333333333333,-0.44788344444544664,0.25,0,,,,0.0
2023-01-09,0.02316090581551178,0.0029400048985379155,0.018540451513763483,0.4265004008788134,0.2607108998270895,0.22593892482284467,-0.27133235135399325,0.2833333333333333,-0.44788344444544664,0.25,0,,,,0.0
2023-01-10,0.011468456012886432,0.015159630933365425,0.008849832333802687,0.42765869677729185,0.265726976970125,0.2269093061386866,-0.264855146020064,0.28833333333333333,-0.40728966688810037,0.26,0,,-1.3900000000000006,0.0008111511677538257,0.0
2023-01-11,0.039469198380846296,0.02841029515457346,0.004890768777270685,0.4466944527769191,0.28204708764525177,0.22519114203860566,-0.26125091597788425,0.28833333333333333,-0.40728966688810037,0.26,0,,0.5100000000000016,-0.0007229325920270073,0.0
2023-01-12,0.018914694600993435,0.04911903051513352,0.026404886491027492,0.43560792490143957,0.3099707503488864,0.24432474248009556,-0.241484513911799,0.30833333333333335,-0.24491455665871528,0.3,0,,-2.2600000000000016,-0.0061740752224042645,0.0
2023-01-13,0.02461130387837389,0.055893048509553726,0.006273947634662361,0.43996176328359243,0.3625809973194797,0.24510681955257907,-0.2367106677005962,0.31333333333333335,-0.204320779101369,0.31,0,,-0.4799999999999969,-0.002133375720226239,0.0
2023-01-14,0.06579961234213291,0.050146827684418194,0.05068593215720368,0.47202693187518857,0.38135728069763514,0.3013995318523437,-0.1970253895325122,0.3883333333333333,0.40458588425882425,0.46,0,,,,0.0
2023-01-15,0.0016890044693156662,-0.003988871656173911,-0.0003935420334798482,0.3479996402782016,0.34063920531594677,0.2943969998929812,-0.1973413316212246,0.435,0.7834611414607227,0.52,0,,,,0.0
2023-01-16,0.015606843142374753,0.014939473685250641,0.008616060489042891,0.3475806298499844,0.34159585429225786,0.23783775364724774,-0.1903956969464186,0.4,0.49930469855929915,0.45,0,,,,0.0
2023-01-17,-0.007236285399048734,-0.0024026215431750143,0.0008969683119738792,0.3495918539889712,0.34163927957159956,0.23808916747918718,-0.1896691817595014,0.43,0.7428673639033764,0.51,0,,-0.129999999999999,,0.0
2023-01-18,-0.0351937523795323,-0.021876742420547574,0.0032663486725287663,0.3751076024148318,0.3455235024305878,0.2380521861395694,-0.18701803133329548,0.435,0.7834611414607227,0.52,0,,0.9800000000000004,-0.0011465138342349882,0.0
2023-01-19,0.025901687036221963,0.018880985981668756,-0.022110278643288534,0.36193560884434817,0.3406356422905255,0.24559413516797363,-0.2047960267299636,0.4,0.49930469855929915,0.45,0,,0.17999999999999972,0.004484556685400214,0.0
2023-01-20,0.06696772883159907,0.0729936990967774,0.015585823628819459,0.4137204040463197,0.4075081258205171,0.24599306485228112,-0.19230502946972694,0.43,0.7428673639033764,0.51,0,,-0.6699999999999982,-0.0021936798869693895,0.0
2023-01-21,-0.019396805593906385,0.0051193975233281225,0.0445591202617889,0.4260062780052618,0.40626575285548205,0.28302498494204975,-0.15550096311827366,0.44,0.8240549190180689,0.53,0,,,,0.0
2023-01-22,0.0004793952336671706,-0.0033267835189935463,-0.002918080872291321,0.42635361003865485,0.4065772984095138,0.2838667978459261,-0.1579616875618722,0.42500000000000004,0.7022735863460305,0.53,0,,,,0.0
