date,usdc,usdc_deviation,usdc_depeg_severity
2020-03-13,0.9921,-0.007900000000000018,0.007900000000000018
2022-05-11,1.006,0.006000000000000005,0.006000000000000005
2023-03-11,0.9592,-0.04079999999999995,0.04079999999999995
2023-03-12,0.9848,-0.015199999999999991,0.015199999999999991
2023-03-13,0.9949,-0.005099999999999993,0.005099999999999993
